id,destination,weight,priority,senderName,receiverName,status,deliveryDate
PKG0040_673,Faisalabad,22.08,1,Fatima Javed,Hassan Malik,Delivered,2024-03-24
PKG0020_674,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2026-04-09
PKG0053_675,Lahore,21.99,2,Amna Javed,Hussain Khan,In Transit,2024-02-24
PKG0180_676,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2025-09-08
PKG0023_677,Rawalpindi,22.54,2,Hassan Sheikh,Bilal Iqbal,Pending,2025-01-27
PKG0075_678,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2025-03-09
PKG0146_679,Rawalpindi,3.34,1,Ayesha Khan,Ali Raza,In Transit,2024-09-02
PKG0084_680,Multan,16.71,1,Noor Khan,Hussain Javed,Delivered,2024-10-31
PKG0144_681,Rawalpindi,1.11,3,Sara Iqbal,Ahmed Butt,Delivered,2025-12-25
PKG0126_682,Multan,21.84,1,Saad Qureshi,Ali Malik,Pending,2024-04-04
PKG0109_683,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2025-09-22
PKG0006_684,Multan,2.43,2,Ali Qureshi,Usman Ahmed,Delivered,2025-09-29
PKG0167_685,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2024-10-18
PKG0064_686,Peshawar,4.12,3,Maryam Sheikh,Zain Sheikh,Pending,2026-01-05
PKG0021_687,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-08-15
PKG0137_688,Peshawar,15.37,2,Noor Qureshi,Amna Raza,In Transit,2025-11-19
PKG0002_689,Multan,1.28,1,Maryam Javed,Ahmed Hameed,In Transit,2025-10-29
PKG0113_690,Sialkot,1.4,1,Maryam Qureshi,Hassan Sheikh,Delivered,2026-01-16
PKG0092_691,Peshawar,10.41,1,Hamza Khan,Ahmed Raza,Delivered,2025-04-19
PKG0172_692,Quetta,11.36,2,Hamza Hameed,Ali Ahmed,Out for Delivery,2025-03-31
PKG0068_693,Peshawar,21.08,2,Ayesha Qureshi,Zain Raza,Out for Delivery,2026-05-01
PKG0059_694,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2025-07-28
PKG0144_695,Rawalpindi,1.11,3,Sara Iqbal,Ahmed Butt,Delivered,2026-03-17
PKG0018_696,Hyderabad,5.37,2,Bilal Raza,Amna Javed,In Transit,2026-06-06
PKG0140_697,Karachi,19.77,2,Maryam Sheikh,Ayesha Butt,Delivered,2025-07-31
PKG0031_698,Lahore,23.2,1,Bilal Javed,Amna Khan,In Transit,2024-02-02
PKG0162_699,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2026-02-08
PKG0167_700,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2025-02-02
PKG0096_701,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2024-06-12
PKG0005_702,Multan,2.87,2,Fatima Iqbal,Ahmed Ahmed,Delivered,2024-03-05
PKG0173_703,Sialkot,3.29,2,Zain Sheikh,Hassan Butt,Pending,2025-04-13
PKG0172_704,Quetta,11.36,2,Hamza Hameed,Ali Ahmed,Out for Delivery,2024-12-05
PKG0032_705,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2025-08-16
PKG0155_706,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2025-10-10
PKG0047_707,Faisalabad,5.65,1,Ali Raza,Hussain Khan,Pending,2025-11-26
PKG0173_708,Sialkot,3.29,2,Zain Sheikh,Hassan Butt,Pending,2025-01-29
PKG0124_709,Multan,24.72,3,Hussain Qureshi,Maryam Sheikh,In Transit,2025-06-30
PKG0180_710,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2026-04-19
PKG0148_711,Hyderabad,10.5,2,Sara Ahmed,Amna Qureshi,Pending,2026-03-07
PKG0067_712,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2024-08-09
PKG0021_713,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2026-03-02
PKG0006_714,Multan,2.43,2,Ali Qureshi,Usman Ahmed,Delivered,2026-06-15
PKG0093_715,Sialkot,8.92,3,Noor Iqbal,Zain Javed,Delivered,2024-02-13
PKG0038_716,Peshawar,7.01,1,Hassan Butt,Bilal Iqbal,Delivered,2024-01-04
PKG0075_717,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2024-08-29
PKG0130_718,Quetta,9.28,2,Ali Khan,Hussain Khan,In Transit,2026-01-11
PKG0130_719,Quetta,9.28,2,Ali Khan,Hussain Khan,In Transit,2024-06-28
PKG0011_720,Faisalabad,5.71,2,Hassan Ahmed,Fatima Hameed,Out for Delivery,2025-04-24
PKG0158_721,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2025-04-21
PKG0165_722,Quetta,15.21,2,Bilal Sheikh,Amna Khan,Pending,2024-07-25
PKG0122_723,Faisalabad,8.64,3,Ayesha Qureshi,Usman Qureshi,Out for Delivery,2024-03-16
PKG0021_724,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-02-01
PKG0180_725,Multan,21.83,3,Noor Sheikh,Usman Ahmed,Delivered,2026-05-07
PKG0030_726,Rawalpindi,20.3,3,Hassan Qureshi,Fatima Ahmed,Pending,2026-04-22
PKG0030_727,Rawalpindi,20.3,3,Hassan Qureshi,Fatima Ahmed,Pending,2024-11-20
PKG0142_728,Multan,24.2,3,Ahmed Malik,Hamza Butt,Delivered,2025-02-01
PKG0165_729,Quetta,15.21,2,Bilal Sheikh,Amna Khan,Pending,2025-07-09
PKG0153_730,Islamabad,7.29,1,Hamza Malik,Hamza Hameed,In Transit,2026-01-31
PKG0152_731,Sialkot,5.58,1,Hamza Hameed,Fatima Ahmed,In Transit,2025-05-24
PKG0108_732,Multan,23.6,3,Ahmed Qureshi,Maryam Raza,Out for Delivery,2024-04-16
PKG0051_733,Peshawar,5.96,3,Fatima Qureshi,Hussain Raza,In Transit,2024-10-30
PKG0050_734,Lahore,9.87,1,Bilal Butt,Hassan Malik,Out for Delivery,2024-10-06
PKG0058_735,Peshawar,10.8,2,Maryam Raza,Usman Malik,In Transit,2025-07-08
PKG0150_736,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-03-10
PKG0114_737,Sialkot,20.71,1,Hussain Ahmed,Hamza Sheikh,Out for Delivery,2024-04-15
PKG0162_738,Faisalabad,23.86,3,Sara Iqbal,Bilal Raza,Out for Delivery,2026-06-10
PKG0141_739,Quetta,18.79,2,Ayesha Raza,Saad Qureshi,Pending,2024-08-28
PKG0025_740,Islamabad,21.56,1,Ahmed Khan,Fatima Ahmed,In Transit,2024-04-07
PKG0003_741,Peshawar,18.04,3,Usman Hameed,Ali Javed,Out for Delivery,2024-07-10
PKG0069_742,Quetta,6.25,2,Fatima Raza,Zain Ahmed,Delivered,2026-02-27
PKG0087_743,Peshawar,20.85,1,Sara Hameed,Hassan Iqbal,Delivered,2024-06-23
PKG0137_744,Peshawar,15.37,2,Noor Qureshi,Amna Raza,In Transit,2025-01-23
PKG0004_745,Karachi,17.6,2,Zain Hameed,Hassan Khan,Delivered,2024-01-08
PKG0041_746,Quetta,15.49,3,Ayesha Qureshi,Amna Javed,Pending,2024-12-01
PKG0150_747,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2024-10-14
PKG0171_748,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2024-01-13
PKG0169_749,Hyderabad,16.6,1,Ali Malik,Amna Malik,In Transit,2024-08-11
PKG0021_750,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2024-06-23
PKG0156_751,Lahore,11.57,1,Zain Iqbal,Usman Hameed,Pending,2025-06-15
PKG0079_752,Peshawar,5.38,1,Ahmed Khan,Hamza Khan,In Transit,2024-03-22
PKG0148_753,Hyderabad,10.5,2,Sara Ahmed,Amna Qureshi,Pending,2024-04-20
PKG0041_754,Quetta,15.49,3,Ayesha Qureshi,Amna Javed,Pending,2024-09-10
PKG0110_755,Quetta,14.62,1,Bilal Hameed,Noor Khan,Out for Delivery,2026-02-04
PKG0020_756,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2024-11-04
PKG0019_757,Hyderabad,8.44,1,Hamza Javed,Saad Khan,Pending,2024-08-03
PKG0067_758,Multan,20.85,3,Saad Qureshi,Noor Javed,Out for Delivery,2024-03-04
PKG0113_759,Sialkot,1.4,1,Maryam Qureshi,Hassan Sheikh,Delivered,2024-10-03
PKG0107_760,Karachi,19.92,3,Hassan Malik,Ahmed Khan,Delivered,2024-12-31
PKG0044_761,Quetta,1.58,2,Saad Khan,Ahmed Sheikh,In Transit,2024-10-22
PKG0155_762,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2026-01-26
PKG0055_763,Peshawar,6.74,3,Usman Ahmed,Sara Hameed,Out for Delivery,2024-06-07
PKG0171_764,Hyderabad,15.11,1,Hussain Raza,Maryam Iqbal,In Transit,2024-07-21
PKG0001_765,Peshawar,5.97,3,Bilal Ahmed,Ali Raza,Pending,2025-08-01
PKG0080_766,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2025-10-03
PKG0024_767,Hyderabad,14.07,3,Fatima Ahmed,Hussain Khan,In Transit,2026-03-13
PKG0016_768,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2024-11-27
PKG0161_769,Rawalpindi,10.27,3,Zain Butt,Sara Iqbal,Pending,2025-03-14
PKG0147_770,Multan,14.89,3,Zain Iqbal,Bilal Javed,In Transit,2024-03-02
PKG0143_771,Sialkot,3.53,2,Hamza Sheikh,Ali Raza,Delivered,2025-03-25
PKG0140_772,Karachi,19.77,2,Maryam Sheikh,Ayesha Butt,Delivered,2026-04-17
PKG0086_773,Quetta,15.59,3,Ayesha Sheikh,Ayesha Javed,Out for Delivery,2025-06-02
PKG0109_774,Faisalabad,15.29,1,Ahmed Hameed,Ali Sheikh,Pending,2024-03-01
PKG0149_775,Peshawar,21.46,1,Hussain Butt,Zain Qureshi,Delivered,2024-09-13
PKG0035_776,Karachi,1.89,3,Noor Qureshi,Usman Javed,Pending,2024-05-10
PKG0020_777,Peshawar,22.01,1,Hussain Raza,Fatima Khan,Pending,2025-01-22
PKG0076_778,Karachi,1.73,2,Bilal Sheikh,Ayesha Qureshi,Delivered,2026-01-16
PKG0134_779,Quetta,11.69,2,Hussain Hameed,Hassan Sheikh,In Transit,2024-12-07
PKG0108_780,Multan,23.6,3,Ahmed Qureshi,Maryam Raza,Out for Delivery,2024-08-23
PKG0142_781,Multan,24.2,3,Ahmed Malik,Hamza Butt,Delivered,2026-05-17
PKG0080_782,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2024-07-12
PKG0028_783,Lahore,1.99,3,Sara Sheikh,Zain Khan,Delivered,2025-12-10
PKG0175_784,Quetta,7.59,1,Fatima Raza,Fatima Malik,Pending,2024-09-09
PKG0134_785,Quetta,11.69,2,Hussain Hameed,Hassan Sheikh,In Transit,2024-02-17
PKG0110_786,Quetta,14.62,1,Bilal Hameed,Noor Khan,Out for Delivery,2026-01-13
PKG0048_787,Hyderabad,18.86,1,Hamza Javed,Saad Sheikh,In Transit,2025-01-24
PKG0149_788,Peshawar,21.46,1,Hussain Butt,Zain Qureshi,Delivered,2026-01-18
PKG0047_789,Faisalabad,5.65,1,Ali Raza,Hussain Khan,Pending,2025-08-06
PKG0154_790,Karachi,0.86,1,Hassan Malik,Ahmed Khan,Delivered,2025-05-27
PKG0165_791,Quetta,15.21,2,Bilal Sheikh,Amna Khan,Pending,2026-01-04
PKG0042_792,Karachi,6.98,1,Amna Javed,Hassan Ahmed,In Transit,2025-12-27
PKG0005_793,Multan,2.87,2,Fatima Iqbal,Ahmed Ahmed,Delivered,2024-10-15
PKG0102_794,Multan,7.98,3,Saad Qureshi,Hassan Hameed,Pending,2025-08-01
PKG0084_795,Multan,16.71,1,Noor Khan,Hussain Javed,Delivered,2024-03-14
PKG0023_796,Rawalpindi,22.54,2,Hassan Sheikh,Bilal Iqbal,Pending,2026-02-19
PKG0057_797,Sialkot,8.08,2,Hussain Ahmed,Maryam Raza,Delivered,2025-08-12
PKG0104_798,Islamabad,10.51,3,Ayesha Javed,Ahmed Malik,Out for Delivery,2024-02-24
PKG0023_799,Rawalpindi,22.54,2,Hassan Sheikh,Bilal Iqbal,Pending,2026-06-06
PKG0075_800,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2024-06-07
PKG0174_801,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2025-07-28
PKG0119_802,Rawalpindi,6.47,3,Maryam Raza,Sara Qureshi,In Transit,2025-11-22
PKG0123_803,Peshawar,14.51,1,Saad Iqbal,Amna Butt,Out for Delivery,2025-01-27
PKG0151_804,Islamabad,1.74,2,Bilal Butt,Bilal Hameed,In Transit,2024-11-10
PKG0102_805,Multan,7.98,3,Saad Qureshi,Hassan Hameed,Pending,2024-09-28
PKG0149_806,Peshawar,21.46,1,Hussain Butt,Zain Qureshi,Delivered,2026-01-12
PKG0087_807,Peshawar,20.85,1,Sara Hameed,Hassan Iqbal,Delivered,2025-07-20
PKG0088_808,Hyderabad,15.45,2,Zain Butt,Hamza Qureshi,Delivered,2026-03-20
PKG0160_809,Lahore,21.39,3,Usman Hameed,Sara Ahmed,In Transit,2024-02-01
PKG0094_810,Quetta,6.15,3,Maryam Qureshi,Hassan Raza,In Transit,2025-11-09
PKG0005_811,Multan,2.87,2,Fatima Iqbal,Ahmed Ahmed,Delivered,2026-03-09
PKG0053_812,Lahore,21.99,2,Amna Javed,Hussain Khan,In Transit,2025-02-21
PKG0006_813,Multan,2.43,2,Ali Qureshi,Usman Ahmed,Delivered,2026-02-14
PKG0052_814,Quetta,9.1,3,Hussain Raza,Amna Ahmed,Out for Delivery,2025-12-11
PKG0153_815,Islamabad,7.29,1,Hamza Malik,Hamza Hameed,In Transit,2024-07-09
PKG0005_816,Multan,2.87,2,Fatima Iqbal,Ahmed Ahmed,Delivered,2024-01-06
PKG0041_817,Quetta,15.49,3,Ayesha Qureshi,Amna Javed,Pending,2024-12-29
PKG0158_818,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2025-06-19
PKG0160_819,Lahore,21.39,3,Usman Hameed,Sara Ahmed,In Transit,2025-04-29
PKG0099_820,Lahore,20.64,2,Ayesha Khan,Hassan Qureshi,Out for Delivery,2024-05-10
PKG0054_821,Multan,8.97,2,Hassan Khan,Ahmed Hameed,Out for Delivery,2026-03-17
PKG0003_822,Peshawar,18.04,3,Usman Hameed,Ali Javed,Out for Delivery,2025-02-22
PKG0038_823,Peshawar,7.01,1,Hassan Butt,Bilal Iqbal,Delivered,2025-01-06
PKG0051_824,Peshawar,5.96,3,Fatima Qureshi,Hussain Raza,In Transit,2025-11-30
PKG0090_825,Sialkot,0.75,1,Saad Hameed,Maryam Raza,Pending,2025-07-27
PKG0035_826,Karachi,1.89,3,Noor Qureshi,Usman Javed,Pending,2025-04-14
PKG0014_827,Karachi,15.87,3,Hamza Khan,Amna Ahmed,Out for Delivery,2025-08-11
PKG0125_828,Faisalabad,21.81,2,Ali Malik,Usman Hameed,Pending,2024-06-15
PKG0147_829,Multan,14.89,3,Zain Iqbal,Bilal Javed,In Transit,2024-03-06
PKG0038_830,Peshawar,7.01,1,Hassan Butt,Bilal Iqbal,Delivered,2026-02-16
PKG0013_831,Multan,9.37,1,Noor Sheikh,Saad Hameed,Out for Delivery,2025-02-03
PKG0123_832,Peshawar,14.51,1,Saad Iqbal,Amna Butt,Out for Delivery,2024-04-18
PKG0083_833,Peshawar,3.0,2,Maryam Butt,Ahmed Hameed,Pending,2026-03-28
PKG0081_834,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2026-04-19
PKG0179_835,Lahore,11.2,1,Noor Qureshi,Amna Iqbal,In Transit,2024-10-07
PKG0059_836,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2024-11-03
PKG0179_837,Lahore,11.2,1,Noor Qureshi,Amna Iqbal,In Transit,2024-07-08
PKG0053_838,Lahore,21.99,2,Amna Javed,Hussain Khan,In Transit,2025-11-30
PKG0131_839,Karachi,4.79,3,Usman Sheikh,Noor Malik,Out for Delivery,2025-12-15
PKG0178_840,Multan,1.01,2,Sara Sheikh,Hassan Ahmed,In Transit,2025-06-17
PKG0019_841,Hyderabad,8.44,1,Hamza Javed,Saad Khan,Pending,2024-09-22
PKG0024_842,Hyderabad,14.07,3,Fatima Ahmed,Hussain Khan,In Transit,2025-02-26
PKG0011_843,Faisalabad,5.71,2,Hassan Ahmed,Fatima Hameed,Out for Delivery,2024-06-23
PKG0014_844,Karachi,15.87,3,Hamza Khan,Amna Ahmed,Out for Delivery,2025-07-16
PKG0174_845,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2024-05-16
PKG0033_846,Sialkot,16.72,2,Saad Qureshi,Hassan Sheikh,In Transit,2024-05-06
PKG0128_847,Islamabad,15.63,1,Bilal Qureshi,Amna Javed,Delivered,2025-03-17
PKG0096_848,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2026-02-28
PKG0011_849,Faisalabad,5.71,2,Hassan Ahmed,Fatima Hameed,Out for Delivery,2025-02-17
PKG0081_850,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2026-01-13
PKG0106_851,Multan,3.31,1,Hamza Hameed,Bilal Butt,In Transit,2024-12-25
PKG0170_852,Peshawar,9.72,2,Bilal Khan,Ahmed Javed,Delivered,2026-01-23
PKG0060_853,Rawalpindi,11.32,3,Noor Hameed,Bilal Iqbal,In Transit,2026-05-15
PKG0111_854,Karachi,24.93,2,Bilal Qureshi,Saad Raza,Out for Delivery,2024-12-31
PKG0113_855,Sialkot,1.4,1,Maryam Qureshi,Hassan Sheikh,Delivered,2025-07-04
PKG0056_856,Faisalabad,11.07,3,Usman Javed,Bilal Butt,Delivered,2025-01-11
PKG0170_857,Peshawar,9.72,2,Bilal Khan,Ahmed Javed,Delivered,2024-07-16
PKG0120_858,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2024-07-03
PKG0120_859,Lahore,7.27,2,Fatima Hameed,Usman Malik,Delivered,2025-08-25
PKG0097_860,Karachi,7.22,1,Ayesha Raza,Ali Javed,Delivered,2025-11-19
PKG0002_861,Multan,1.28,1,Maryam Javed,Ahmed Hameed,In Transit,2025-08-31
PKG0054_862,Multan,8.97,2,Hassan Khan,Ahmed Hameed,Out for Delivery,2024-07-21
PKG0013_863,Multan,9.37,1,Noor Sheikh,Saad Hameed,Out for Delivery,2024-12-18
PKG0075_864,Hyderabad,13.59,2,Ayesha Qureshi,Saad Malik,Pending,2025-06-01
PKG0055_865,Peshawar,6.74,3,Usman Ahmed,Sara Hameed,Out for Delivery,2025-08-17
PKG0002_866,Multan,1.28,1,Maryam Javed,Ahmed Hameed,In Transit,2025-06-04
PKG0021_867,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2026-01-19
PKG0139_868,Faisalabad,18.44,1,Hamza Qureshi,Ali Hameed,Delivered,2025-05-17
PKG0079_869,Peshawar,5.38,1,Ahmed Khan,Hamza Khan,In Transit,2024-10-10
PKG0063_870,Rawalpindi,10.65,3,Fatima Qureshi,Noor Ahmed,In Transit,2026-06-09
PKG0151_871,Islamabad,1.74,2,Bilal Butt,Bilal Hameed,In Transit,2026-03-19
PKG0032_872,Islamabad,4.53,1,Zain Qureshi,Fatima Sheikh,Out for Delivery,2025-07-04
PKG0050_873,Lahore,9.87,1,Bilal Butt,Hassan Malik,Out for Delivery,2024-08-19
PKG0100_874,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2026-06-19
PKG0115_875,Hyderabad,19.03,3,Ali Butt,Usman Iqbal,Out for Delivery,2025-01-10
PKG0071_876,Rawalpindi,10.69,1,Sara Sheikh,Hussain Javed,Out for Delivery,2025-05-12
PKG0040_877,Faisalabad,22.08,1,Fatima Javed,Hassan Malik,Delivered,2025-09-12
PKG0001_878,Peshawar,5.97,3,Bilal Ahmed,Ali Raza,Pending,2024-12-28
PKG0091_879,Peshawar,17.42,3,Maryam Sheikh,Zain Javed,Out for Delivery,2024-01-23
PKG0055_880,Peshawar,6.74,3,Usman Ahmed,Sara Hameed,Out for Delivery,2026-01-09
PKG0089_881,Peshawar,9.19,2,Zain Iqbal,Ayesha Qureshi,Delivered,2024-06-09
PKG0111_882,Karachi,24.93,2,Bilal Qureshi,Saad Raza,Out for Delivery,2024-08-08
PKG0112_883,Faisalabad,16.92,1,Zain Iqbal,Sara Iqbal,Delivered,2024-11-17
PKG0118_884,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2025-11-11
PKG0143_885,Sialkot,3.53,2,Hamza Sheikh,Ali Raza,Delivered,2024-03-27
PKG0167_886,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2025-03-09
PKG0118_887,Karachi,12.71,3,Fatima Ahmed,Zain Ahmed,Delivered,2025-03-07
PKG0045_888,Sialkot,17.79,3,Hassan Malik,Maryam Qureshi,Pending,2026-03-29
PKG0071_889,Rawalpindi,10.69,1,Sara Sheikh,Hussain Javed,Out for Delivery,2025-11-01
PKG0117_890,Karachi,8.11,1,Ali Hameed,Hamza Butt,Out for Delivery,2024-11-21
PKG0022_891,Sialkot,19.0,3,Usman Hameed,Sara Butt,In Transit,2025-04-11
PKG0126_892,Multan,21.84,1,Saad Qureshi,Ali Malik,Pending,2024-10-14
PKG0173_893,Sialkot,3.29,2,Zain Sheikh,Hassan Butt,Pending,2026-03-18
PKG0057_894,Sialkot,8.08,2,Hussain Ahmed,Maryam Raza,Delivered,2024-10-07
PKG0037_895,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2025-07-20
PKG0158_896,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2026-06-05
PKG0021_897,Karachi,3.65,2,Zain Ahmed,Hamza Javed,In Transit,2025-09-21
PKG0016_898,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2024-03-26
PKG0167_899,Multan,21.21,3,Hamza Raza,Noor Butt,Pending,2024-02-05
PKG0037_900,Multan,16.61,3,Noor Khan,Noor Ahmed,Delivered,2025-11-26
PKG0166_901,Peshawar,21.26,2,Usman Butt,Ayesha Qureshi,Delivered,2025-10-05
PKG0002_902,Multan,1.28,1,Maryam Javed,Ahmed Hameed,In Transit,2024-12-15
PKG0108_903,Multan,23.6,3,Ahmed Qureshi,Maryam Raza,Out for Delivery,2024-07-16
PKG0160_904,Lahore,21.39,3,Usman Hameed,Sara Ahmed,In Transit,2025-06-18
PKG0078_905,Islamabad,25.0,2,Ahmed Qureshi,Ali Javed,In Transit,2024-04-30
PKG0155_906,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2024-04-13
PKG0050_907,Lahore,9.87,1,Bilal Butt,Hassan Malik,Out for Delivery,2025-06-14
PKG0149_908,Peshawar,21.46,1,Hussain Butt,Zain Qureshi,Delivered,2024-05-06
PKG0028_909,Lahore,1.99,3,Sara Sheikh,Zain Khan,Delivered,2024-03-24
PKG0043_910,Peshawar,17.34,2,Hassan Hameed,Fatima Iqbal,Out for Delivery,2024-05-21
PKG0112_911,Faisalabad,16.92,1,Zain Iqbal,Sara Iqbal,Delivered,2024-06-01
PKG0068_912,Peshawar,21.08,2,Ayesha Qureshi,Zain Raza,Out for Delivery,2024-12-21
PKG0059_913,Islamabad,7.94,1,Noor Raza,Sara Javed,Out for Delivery,2025-10-14
PKG0026_914,Karachi,18.22,3,Bilal Qureshi,Fatima Javed,Out for Delivery,2024-01-01
PKG0080_915,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2024-03-29
PKG0179_916,Lahore,11.2,1,Noor Qureshi,Amna Iqbal,In Transit,2026-05-04
PKG0006_917,Multan,2.43,2,Ali Qureshi,Usman Ahmed,Delivered,2025-12-13
PKG0080_918,Hyderabad,23.72,2,Ayesha Qureshi,Bilal Ahmed,Delivered,2026-02-05
PKG0158_919,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2025-07-16
PKG0035_920,Karachi,1.89,3,Noor Qureshi,Usman Javed,Pending,2026-04-12
PKG0097_921,Karachi,7.22,1,Ayesha Raza,Ali Javed,Delivered,2024-02-09
PKG0074_922,Islamabad,10.03,3,Fatima Raza,Sara Qureshi,Out for Delivery,2024-11-22
PKG0041_923,Quetta,15.49,3,Ayesha Qureshi,Amna Javed,Pending,2025-11-23
PKG0009_924,Sialkot,18.36,1,Saad Ahmed,Noor Malik,Out for Delivery,2026-02-11
PKG0066_925,Rawalpindi,3.77,2,Usman Butt,Saad Ahmed,Delivered,2026-05-29
PKG0068_926,Peshawar,21.08,2,Ayesha Qureshi,Zain Raza,Out for Delivery,2026-06-05
PKG0081_927,Lahore,19.56,1,Hussain Malik,Noor Hameed,Delivered,2024-11-30
PKG0063_928,Rawalpindi,10.65,3,Fatima Qureshi,Noor Ahmed,In Transit,2024-06-18
PKG0096_929,Lahore,20.9,2,Noor Javed,Noor Raza,In Transit,2025-08-10
PKG0158_930,Lahore,22.53,2,Bilal Ahmed,Zain Qureshi,In Transit,2024-01-21
PKG0029_931,Peshawar,13.64,1,Amna Ahmed,Fatima Butt,Out for Delivery,2025-09-13
PKG0055_932,Peshawar,6.74,3,Usman Ahmed,Sara Hameed,Out for Delivery,2025-05-22
PKG0155_933,Multan,13.39,3,Ayesha Raza,Ali Malik,Pending,2024-06-05
PKG0094_934,Quetta,6.15,3,Maryam Qureshi,Hassan Raza,In Transit,2024-06-21
PKG0100_935,Hyderabad,23.75,1,Noor Khan,Ayesha Malik,In Transit,2024-01-11
PKG0125_936,Faisalabad,21.81,2,Ali Malik,Usman Hameed,Pending,2024-12-12
PKG0044_937,Quetta,1.58,2,Saad Khan,Ahmed Sheikh,In Transit,2025-08-30
PKG0152_938,Sialkot,5.58,1,Hamza Hameed,Fatima Ahmed,In Transit,2024-10-31
PKG0016_939,Quetta,19.33,2,Maryam Ahmed,Bilal Javed,Pending,2025-01-01
PKG0153_940,Islamabad,7.29,1,Hamza Malik,Hamza Hameed,In Transit,2024-04-07
PKG0074_941,Islamabad,10.03,3,Fatima Raza,Sara Qureshi,Out for Delivery,2025-02-03
PKG0174_942,Quetta,1.61,2,Bilal Hameed,Zain Javed,Pending,2026-01-16
PKG0005_943,Multan,2.87,2,Fatima Iqbal,Ahmed Ahmed,Delivered,2026-05-28
PKG0119_944,Rawalpindi,6.47,3,Maryam Raza,Sara Qureshi,In Transit,2024-02-15
PKG0038_945,Peshawar,7.01,1,Hassan Butt,Bilal Iqbal,Delivered,2025-11-11
PKG0150_946,Quetta,5.15,1,Saad Iqbal,Ali Sheikh,Out for Delivery,2025-06-02
PKG0033_947,Sialkot,16.72,2,Saad Qureshi,Hassan Sheikh,In Transit,2024-04-29
PKG0062_948,Peshawar,20.26,1,Amna Butt,Bilal Raza,Pending,2025-10-03
PKG0157_949,Islamabad,1.99,2,Hamza Javed,Hassan Qureshi,Out for Delivery,2024-11-24
PKG0002_950,Multan,1.28,1,Maryam Javed,Ahmed Hameed,In Transit,2024-11-08
PKG0010_951,Islamabad,6.11,1,Hassan Javed,Fatima Iqbal,Delivered,2024-06-12
PKG0168_952,Quetta,17.72,2,Saad Raza,Ali Malik,Delivered,2024-08-24
PKG0117_953,Karachi,8.11,1,Ali Hameed,Hamza Butt,Out for Delivery,2026-01-12
PKG0036_954,Peshawar,10.39,3,Ayesha Ahmed,Noor Ahmed,In Transit,2025-03-09
